final_star,tries_until_dropout,dropout,union_segment,policy,total_fails,total_destroy,max_consecutive_fail,threshold
18,30,1,low_union,advantage,25,2,10,209.59888277780053
19,24,1,low_union,baseline,20,0,10,181.54736615295238
21,32,1,low_union,advantage,24,2,9,162.77431597343474
24,60,1,low_union,baseline,46,5,6,210.46248154539313
22,36,1,low_union,advantage,29,0,7,190.77820087369318
22,32,1,low_union,baseline,25,0,8,159.25507691347087
17,14,1,low_union,advantage,12,0,11,176.19322643832783
16,17,1,low_union,baseline,15,1,10,162.48763493230484
21,30,1,low_union,advantage,22,2,7,152.34400538071327
16,16,1,low_union,baseline,15,0,11,198.52355095063282
17,15,1,low_union,advantage,13,0,11,218.1883328094026
17,14,1,low_union,baseline,12,0,10,152.02864852361716
17,21,1,low_union,advantage,19,0,9,191.25938473381143
21,29,1,low_union,baseline,23,0,8,166.98714861756346
19,30,1,low_union,advantage,25,1,7,170.25749232470608
17,17,1,low_union,baseline,15,0,10,168.15212151522263
23,37,1,low_union,advantage,29,0,7,162.72018460640368
23,38,1,low_union,baseline,29,1,8,180.97043255889653
19,22,1,low_union,advantage,18,0,10,163.38099767177926
18,21,1,low_union,baseline,17,1,10,185.40913651559677
23,36,1,low_union,advantage,26,2,8,178.99523781101726
18,23,1,low_union,baseline,20,0,8,175.2210390626718
19,18,1,low_union,advantage,14,0,10,161.84872675916804
19,25,1,low_union,baseline,21,0,8,168.46457338863334
19,25,1,low_union,advantage,20,1,9,195.1078245165151
21,29,1,low_union,baseline,23,0,8,190.01834375248762
19,30,1,low_union,advantage,23,3,8,160.44889510402896
21,36,1,low_union,baseline,28,2,7,181.98664610858452
22,27,1,low_union,advantage,20,0,10,195.0277424674358
23,32,1,low_union,baseline,24,0,7,146.61189437757258
16,13,1,low_union,advantage,12,0,11,190.8672038475987
18,24,1,low_union,baseline,20,1,9,166.74752482108306
24,36,1,low_union,advantage,26,1,8,191.41197337186318
18,20,1,low_union,baseline,17,0,10,164.73481686914965
19,21,1,low_union,advantage,16,1,9,143.9023579867096
17,21,1,low_union,baseline,18,1,8,147.44915124233674
16,18,1,low_union,advantage,15,2,10,180.96169893322764
19,21,1,low_union,baseline,17,0,10,185.19445003442965
24,39,1,low_union,advantage,29,1,7,161.91366749791183
21,39,1,low_union,baseline,30,3,9,192.7718491755475
21,22,1,low_union,advantage,16,0,10,146.7695987546208
16,20,1,low_union,baseline,15,4,10,178.67840402705366
22,38,1,low_union,advantage,29,2,7,155.77967600475085
18,16,1,low_union,baseline,12,1,10,166.9632778439568
17,15,1,low_union,advantage,13,0,11,180.94797342632828
17,17,1,low_union,baseline,15,0,10,162.79173269432096
19,24,1,low_union,advantage,20,0,7,172.3088891154035
22,46,1,low_union,baseline,34,5,8,200.1258561842888
22,32,1,low_union,advantage,23,2,10,168.46216260953702
17,19,1,low_union,baseline,17,0,10,196.71384224130284
22,22,1,low_union,advantage,15,0,10,157.40586290684763
21,39,1,low_union,baseline,30,3,8,190.59608355830565
18,24,1,low_union,advantage,19,2,11,208.83137241315802
19,27,1,low_union,baseline,21,2,8,130.56710999745422
20,24,1,low_union,advantage,18,1,9,164.06209489059046
17,20,1,low_union,baseline,18,0,10,191.5414425436108
17,22,1,low_union,advantage,20,0,8,175.93909227914014
20,29,1,low_union,baseline,23,1,9,187.42291746742617
20,27,1,low_union,advantage,22,0,8,167.9202962656836
17,30,1,low_union,baseline,24,4,8,181.731795749458
17,24,1,low_union,advantage,21,1,8,176.88645529215842
16,21,1,low_union,baseline,18,2,10,203.35564123319614
19,36,1,low_union,advantage,28,4,8,185.08841686602426
17,18,1,low_union,baseline,16,0,10,186.75205324150403
27,44,0,low_union,advantage,31,1,8,171.76246067755065
21,36,1,low_union,baseline,28,2,8,170.24787551855013
16,14,1,low_union,advantage,12,1,11,171.3488362436076
18,29,1,low_union,baseline,24,2,9,187.88904284756595
23,35,1,low_union,advantage,26,1,9,171.58031038359474
17,19,1,low_union,baseline,16,1,10,185.79549713792827
22,44,1,low_union,advantage,33,4,9,221.50801597290877
18,21,1,low_union,baseline,18,0,9,197.42249406863385
17,18,1,low_union,advantage,15,1,10,173.47952935664318
17,17,1,low_union,baseline,15,0,11,204.0242784432789
17,17,1,low_union,advantage,14,1,10,171.83849253956896
20,31,1,low_union,baseline,23,3,7,139.2375092964429
17,15,1,low_union,advantage,13,0,10,159.8382737816519
17,22,1,low_union,baseline,19,1,8,142.5841615794829
23,35,1,low_union,advantage,26,1,8,172.96973031917383
21,30,1,low_union,baseline,22,2,10,180.36836758379104
18,22,1,low_union,advantage,18,1,11,213.52874624550566
17,20,1,low_union,baseline,17,1,10,186.53854747528325
19,19,1,low_union,advantage,15,0,10,175.6179894238227
18,22,1,low_union,baseline,19,0,9,196.5881116236698
21,27,1,low_union,advantage,20,1,9,135.7772938198423
16,25,1,low_union,baseline,21,3,8,184.7122911621713
22,42,1,low_union,advantage,33,2,8,195.41730387773933
19,15,1,low_union,baseline,11,0,10,150.42827508440317
18,24,1,low_union,advantage,20,1,10,202.87508086413857
18,16,1,low_union,baseline,13,0,11,186.76992814988827
23,39,1,low_union,advantage,30,1,7,171.69424172198399
18,23,1,low_union,baseline,20,0,9,192.6556373221257
19,20,1,low_union,advantage,16,0,11,225.41385715608791
18,26,1,low_union,baseline,21,2,10,183.6373251011699
18,24,1,low_union,advantage,20,1,9,184.96441172600672
18,22,1,low_union,baseline,18,1,10,170.81278200919513
18,15,1,low_union,advantage,12,0,10,163.00311261070416
17,17,1,low_union,baseline,13,2,11,196.60671633088492
20,31,1,low_union,advantage,25,1,9,162.87832348182266
18,30,1,low_union,baseline,25,2,8,181.43132474438784
17,13,1,low_union,advantage,11,0,11,170.44685106469765
22,41,1,low_union,baseline,30,4,8,189.57959651492783
20,27,1,low_union,advantage,22,0,10,186.67324210573898
18,23,1,low_union,baseline,20,0,9,200.750798885158
20,31,1,low_union,advantage,23,3,8,169.79967202290507
19,32,1,low_union,baseline,26,2,7,174.60250129413257
22,33,1,low_union,advantage,24,2,8,160.42472568435386
19,22,1,low_union,baseline,18,0,10,171.11413479847778
22,40,1,low_union,advantage,29,4,9,187.54600986089704
18,21,1,low_union,baseline,18,0,10,195.13977233290703
21,39,1,low_union,advantage,31,2,6,161.5566935164475
20,37,1,low_union,baseline,29,3,8,197.3921184021132
24,44,1,low_union,advantage,33,2,7,207.11275717609902
16,15,1,low_union,baseline,13,1,11,188.26869806447402
21,31,1,low_union,advantage,25,0,9,217.53591625116132
19,25,1,low_union,baseline,21,0,8,164.52421601792855
27,33,0,low_union,advantage,21,0,4,155.10690593377166
19,32,1,low_union,baseline,26,2,6,144.42559502191443
21,29,1,low_union,advantage,22,1,11,209.92088622978366
19,34,1,low_union,baseline,27,3,8,193.08731312708116
21,22,1,low_union,advantage,16,0,10,178.88830658179089
19,24,1,low_union,baseline,20,0,10,185.5993725263964
17,12,1,low_union,advantage,10,0,10,157.49021905403248
17,23,1,low_union,baseline,20,1,11,228.91503959233654
19,21,1,low_union,advantage,17,0,10,182.58442363950456
19,21,1,low_union,baseline,17,0,10,182.18789589209786
18,26,1,low_union,advantage,22,1,8,194.51533247797383
18,18,1,low_union,baseline,15,0,10,189.62018463473427
22,40,1,low_union,advantage,31,2,8,184.47768048558262
17,35,1,low_union,baseline,28,6,7,164.19051089109377
22,35,1,low_union,advantage,25,3,8,189.4293671427199
25,37,1,low_union,baseline,26,1,10,217.6404899295007
21,40,1,low_union,advantage,31,3,8,206.90840092309955
18,27,1,low_union,baseline,22,2,11,211.86373253278794
17,14,1,low_union,advantage,12,0,10,169.7756864713763
18,17,1,low_union,baseline,13,1,10,160.2079035948284
18,19,1,low_union,advantage,16,0,10,177.48426159800704
22,25,1,low_union,baseline,17,1,10,181.1144982457739
23,44,1,low_union,advantage,33,3,7,201.88383036941897
21,34,1,low_union,baseline,26,2,7,146.1507074057036
23,40,1,low_union,advantage,30,2,8,210.59100638921228
23,32,1,low_union,baseline,24,0,9,176.8398420284202
27,32,0,low_union,advantage,20,0,9,171.4623786010516
21,27,1,low_union,baseline,20,1,9,159.75791249479664
18,17,1,low_union,advantage,14,0,9,146.9028665626846
18,27,1,low_union,baseline,22,2,9,196.46341167923828
20,32,1,low_union,advantage,26,1,9,181.4663593437681
18,13,1,low_union,baseline,10,0,10,154.20078200517892
24,53,1,low_union,advantage,39,5,5,154.0984245587277
18,21,1,low_union,baseline,17,1,9,173.28430601419743
18,29,1,low_union,advantage,25,1,10,213.38043050578784
17,17,1,low_union,baseline,15,0,10,174.8081729727279
22,35,1,low_union,advantage,26,2,7,149.93714093763788
20,40,1,low_union,baseline,30,5,7,175.08513871828112
17,18,1,low_union,advantage,16,0,10,174.5455286050466
18,18,1,low_union,baseline,15,0,9,126.06226714116858
20,21,1,low_union,advantage,15,1,10,178.91410266964377
18,19,1,low_union,baseline,16,0,10,175.38130939582643
24,39,1,low_union,advantage,29,1,8,193.92412729626835
20,45,1,low_union,baseline,35,5,8,216.9791218989069
23,54,1,low_union,advantage,39,7,7,202.53130059095514
16,14,1,low_union,baseline,13,0,10,174.6222261889034
20,29,1,low_union,advantage,23,1,7,157.8694818251666
16,21,1,low_union,baseline,17,3,10,231.4671960649972
18,21,1,low_union,advantage,17,1,10,181.18436868028977
17,28,1,low_union,baseline,24,2,9,180.27858583825892
19,18,1,low_union,advantage,14,0,11,179.51749825779993
22,43,1,low_union,baseline,34,2,7,183.9616952153571
22,39,1,low_union,advantage,29,3,9,177.11279176152115
18,19,1,low_union,baseline,16,0,10,168.52675986239527
20,32,1,low_union,advantage,23,4,9,169.06282117519217
22,21,1,low_union,baseline,14,0,11,179.34493459568003
21,42,1,low_union,advantage,34,2,6,169.1315045773247
22,38,1,low_union,baseline,30,1,6,165.74308434645673
24,41,1,low_union,advantage,31,1,7,182.12860455383793
18,24,1,low_union,baseline,21,0,8,174.9004556515829
20,36,1,low_union,advantage,29,2,8,210.0798597716538
19,21,1,low_union,baseline,16,1,8,126.98060383213976
21,43,1,low_union,advantage,33,4,7,201.83013703844924
17,20,1,low_union,baseline,17,1,10,204.9217038499526
22,31,1,low_union,advantage,23,1,8,138.532195351837
17,20,1,low_union,baseline,17,1,10,173.14624811839303
18,26,1,low_union,advantage,21,2,9,172.57118268008418
17,18,1,low_union,baseline,14,2,10,151.84976610564357
23,36,1,low_union,advantage,27,1,8,164.4436662481825
18,20,1,low_union,baseline,17,0,9,157.78848309068343
27,43,0,low_union,advantage,29,2,9,215.04540886847246
17,17,1,low_union,baseline,15,0,11,198.71356786294922
21,39,1,low_union,advantage,32,1,7,205.43110189988317
17,21,1,low_union,baseline,18,1,10,194.4334412808647
25,37,1,low_union,advantage,25,2,7,157.41896457565542
19,27,1,low_union,baseline,22,1,7,169.50959467440452
24,42,1,low_union,advantage,31,2,8,189.78749122455835
23,35,1,low_union,baseline,26,1,8,155.55744382216108
19,20,1,low_union,advantage,16,0,11,194.25996860344776
18,23,1,low_union,baseline,19,1,9,175.1934920368373
19,27,1,low_union,advantage,22,1,9,172.50358384900804
22,40,1,low_union,baseline,31,2,8,194.21919936406982
18,21,1,low_union,advantage,18,0,11,188.8852662297208
17,15,1,low_union,baseline,13,0,11,172.7806766836184
16,14,1,low_union,advantage,13,0,11,203.18659606728497
18,27,1,low_union,baseline,22,2,9,158.37873344800204
18,21,1,low_union,advantage,18,0,9,192.31871213888527
22,40,1,low_union,baseline,26,7,9,191.86202515936768
21,33,1,low_union,advantage,26,1,8,173.8090712137202
18,35,1,low_union,baseline,30,2,7,186.52266044484236
16,16,1,low_union,advantage,14,1,10,154.97772847229393
21,29,1,low_union,baseline,23,0,9,198.480540384138
18,23,1,low_union,advantage,20,0,9,176.30195727114022
20,26,1,low_union,baseline,21,0,9,169.5455395896192
17,16,1,low_union,advantage,14,0,11,200.98018451673778
19,30,1,low_union,baseline,24,2,8,165.9131261891448
24,38,1,low_union,advantage,27,2,7,151.83077407272881
17,19,1,low_union,baseline,17,0,9,148.86741652952193
23,45,1,low_union,advantage,32,5,8,192.1201990269128
18,24,1,low_union,baseline,21,0,8,154.39141295007434
17,20,1,low_union,advantage,18,0,10,215.0958836396873
17,19,1,low_union,baseline,17,0,8,138.36141184232557
22,33,1,low_union,advantage,25,1,10,213.92912736580075
18,21,1,low_union,baseline,17,1,11,184.22034934405238
22,32,1,low_union,advantage,25,0,9,178.06573776259216
18,23,1,low_union,baseline,20,0,7,169.101618263821
20,27,1,low_union,advantage,21,1,10,187.9827222870414
19,32,1,low_union,baseline,26,2,7,179.24730595150302
19,30,1,low_union,advantage,24,2,8,202.06603764033042
21,36,1,low_union,baseline,26,4,8,182.2845529732408
21,37,1,low_union,advantage,28,3,7,183.00603522923754
16,13,1,low_union,baseline,12,1,10,172.72775575572288
16,17,1,low_union,advantage,15,1,10,178.86108752557865
21,33,1,low_union,baseline,25,2,8,186.1560353778412
18,18,1,low_union,advantage,15,0,9,145.7966321468675
15,10,1,low_union,baseline,10,0,10,153.03629155788573
15,11,1,low_union,advantage,11,0,11,194.8652818804543
21,33,1,low_union,baseline,25,2,8,183.41730876255883
19,24,1,low_union,advantage,20,0,10,176.3203332729464
17,17,1,low_union,baseline,14,1,11,180.36867866130785
19,28,1,low_union,advantage,24,0,8,186.95163410723342
21,31,1,low_union,baseline,24,1,9,169.20480639381276
21,26,1,low_union,advantage,20,0,8,164.43390549195374
18,25,1,low_union,baseline,21,1,10,183.91690510195363
21,28,1,low_union,advantage,21,1,9,160.43254444769937
17,31,1,low_union,baseline,26,3,7,188.16505511428943
18,18,1,low_union,advantage,15,0,8,145.9483279152432
18,25,1,low_union,baseline,20,2,9,200.58311274651288
17,13,1,low_union,advantage,11,0,11,189.45194964826086
15,13,1,low_union,baseline,12,1,11,185.1205946862775
17,20,1,low_union,advantage,17,1,11,199.65381967891028
20,37,1,low_union,baseline,29,3,9,213.30948888925153
18,24,1,low_union,advantage,20,1,11,200.2874013003626
18,19,1,low_union,baseline,15,1,9,143.1825153733671
22,26,1,low_union,advantage,19,0,9,154.40846066528596
17,25,1,low_union,baseline,22,1,9,167.50362844608642
18,19,1,low_union,advantage,15,1,10,180.52182100421666
24,45,1,low_union,baseline,34,2,7,190.35318040938245
17,14,1,low_union,advantage,12,0,10,165.4851237369307
17,16,1,low_union,baseline,13,1,11,183.73533528954155
24,48,1,low_union,advantage,35,4,6,164.89234135293356
21,31,1,low_union,baseline,24,1,8,167.76964394016105
17,17,1,low_union,advantage,15,0,10,151.86677806303555
25,43,1,low_union,baseline,29,4,8,161.53533507778192
18,23,1,low_union,advantage,19,1,8,152.96630788767334
17,15,1,low_union,baseline,13,0,10,160.48253494045335
22,45,1,low_union,advantage,32,6,8,201.0728359321568
22,37,1,low_union,baseline,28,2,7,161.01202222336113
17,20,1,low_union,advantage,17,1,10,232.64764129674782
17,24,1,low_union,baseline,20,2,9,189.86635801761778
21,32,1,low_union,advantage,26,0,8,183.69672247389747
18,19,1,low_union,baseline,15,1,9,162.83284439637572
21,34,1,low_union,advantage,27,1,9,194.00619758817982
19,25,1,low_union,baseline,20,1,9,168.48724347524453
19,34,1,low_union,advantage,28,2,8,182.44019629290722
18,18,1,low_union,baseline,15,0,11,231.2016907653759
17,15,1,low_union,advantage,13,0,11,178.07880200550701
21,38,1,low_union,baseline,28,4,8,202.98546652571352
15,10,1,low_union,advantage,10,0,10,165.93647149748224
19,21,1,low_union,baseline,17,0,10,179.30023019006077
19,24,1,low_union,advantage,20,0,11,215.4160127127102
21,27,1,low_union,baseline,19,2,8,167.46065884424465
17,15,1,low_union,advantage,13,0,11,216.24897115993858
19,26,1,low_union,baseline,22,0,9,194.1550387091095
17,18,1,low_union,advantage,16,0,9,168.75066448211464
24,47,1,low_union,baseline,35,3,7,192.6481547811104
17,15,1,low_union,advantage,13,0,11,199.4510889925346
22,41,1,low_union,baseline,31,3,7,192.43619924434392
17,19,1,low_union,advantage,16,1,9,148.59550560219088
17,15,1,low_union,baseline,13,0,10,165.45725648350262
21,29,1,low_union,advantage,23,0,9,175.0496272889699
24,48,1,low_union,baseline,34,5,7,178.5113314179991
21,33,1,low_union,advantage,25,2,10,192.41344195101357
20,29,1,low_union,baseline,23,1,10,183.55402001866508
23,32,1,low_union,advantage,24,0,7,153.29311282579798
18,24,1,low_union,baseline,19,2,10,187.60395702011925
23,35,1,low_union,advantage,26,1,10,192.21171490567647
22,32,1,low_union,baseline,24,1,8,191.1958089586208
21,38,1,low_union,advantage,29,3,7,201.61561451109245
19,29,1,low_union,baseline,23,3,8,196.67844309097808
22,41,1,low_union,advantage,32,2,7,189.18360158456875
16,16,1,low_union,baseline,14,1,10,178.59668577082707
22,36,1,low_union,advantage,28,1,7,146.78078132968017
19,25,1,low_union,baseline,20,1,9,188.5923643826517
16,16,1,low_union,advantage,14,1,11,184.15375374326223
19,24,1,low_union,baseline,20,0,8,185.43157674390747
17,22,1,low_union,advantage,19,1,9,154.4650284835938
23,41,1,low_union,baseline,30,3,7,158.37886919183475
17,13,1,low_union,advantage,11,0,11,201.06305706665808
17,24,1,low_union,baseline,21,1,10,179.2088969228669
15,11,1,low_union,advantage,11,0,11,193.63001394745248
17,15,1,low_union,baseline,12,1,11,180.56636752260923
17,21,1,low_union,advantage,18,1,10,180.5951227899149
17,19,1,low_union,baseline,17,0,10,198.76567611951995
18,16,1,low_union,advantage,12,1,11,169.67910543565253
23,46,1,low_union,baseline,34,4,8,181.92241553881968
17,21,1,low_union,advantage,19,0,9,170.75449422589915
20,45,1,low_union,baseline,34,6,7,171.3100754513537
23,48,1,low_union,advantage,36,4,6,173.81655753062722
21,45,1,low_union,baseline,35,4,6,184.44267543267426
19,28,1,low_union,advantage,24,0,7,170.42502756673045
26,50,1,low_union,baseline,35,4,8,205.11512251147042
25,45,1,low_union,advantage,32,3,7,162.10785395560993
17,19,1,low_union,baseline,16,1,9,176.26256711677283
22,37,1,low_union,advantage,28,2,7,171.2053788345165
22,42,1,low_union,baseline,32,3,7,208.93955768707465
24,41,1,low_union,advantage,32,0,7,183.9310955302315
16,22,1,low_union,baseline,19,2,10,200.6368907893727
16,19,1,low_union,advantage,16,2,10,150.28879253926056
19,23,1,low_union,baseline,17,2,10,185.34100531738517
24,45,1,low_union,advantage,33,3,8,197.79261591246873
16,28,1,low_union,baseline,24,3,8,181.6456797855085
24,43,1,low_union,advantage,32,2,7,201.30960750130703
16,13,1,low_union,baseline,12,0,10,169.65423099799256
23,44,1,low_union,advantage,33,3,8,208.1869488037116
17,41,1,low_union,baseline,33,6,8,225.977962472385
